Id,Date,Time,League,Season,Round,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,Odd_BTTS_Yes,Odd_BTTS_No
ribb93M5,01/02/2025,13:00,ESLOVÊNIA - PRVA LIGA,2024/2025,RODADA 19,Celje,Bravo,2.02,3.4,3.43,1.36,3.0,1.02,11.0,1.25,3.75,1.8,2.0,3.0,1.36,5.0,1.14,1.67,2.15
46n77siI,01/02/2025,13:00,ESLOVÊNIA - PRVA LIGA,2024/2025,RODADA 19,Maribor,Domzale,1.13,6.25,23.0,1.3,3.4,1.02,11.0,1.2,4.33,1.67,2.15,2.63,1.44,4.5,1.17,3.25,1.32
jNpF5LLU,01/02/2025,13:00,ESLOVÊNIA - PRVA LIGA,2024/2025,RODADA 19,Mura,Nafta,1.39,4.1,9.05,1.4,2.75,1.04,9.0,1.29,3.5,1.95,1.85,3.4,1.3,6.0,1.11,2.25,1.61
4U0V7B2b,01/02/2025,13:00,ESLOVÊNIA - PRVA LIGA,2024/2025,RODADA 19,O. Ljubljana,Primorje,1.41,4.2,7.55,1.4,2.75,1.04,9.0,1.3,3.4,2.0,1.8,3.5,1.29,6.5,1.1,2.25,1.61
WG2N9XXo,01/02/2025,13:00,ESLOVÊNIA - PRVA LIGA,2024/2025,RODADA 19,Radomlje,Koper,4.49,3.5,1.77,1.4,2.75,1.03,9.5,1.3,3.4,2.0,1.8,3.4,1.3,6.5,1.1,1.91,1.85
naL2UPCm,03/01/2025,17:00,FRANÇA - LIGUE 1,2024/2025,RODADA 16,Nice,Rennes,2.2,3.3,3.25,1.4,2.75,1.06,10.0,1.3,3.5,2.02,1.88,3.4,1.33,6.5,1.11,1.75,2.0
YewhqAG6,04/01/2025,12:00,GRÉCIA - SUPERLIGA,2024/2025,RODADA 17,Athens Kallithea,Lamia,2.1,3.25,3.75,1.5,2.5,1.08,8.0,1.4,2.75,2.25,1.62,4.33,1.2,10.0,1.06,2.0,1.75
xU1KHnTs,04/01/2025,13:00,FRANÇA - LIGUE 1,2024/2025,RODADA 16,St. Etienne,Reims,3.3,3.3,2.2,1.4,2.75,1.06,10.0,1.29,3.75,1.95,1.95,3.2,1.36,6.0,1.13,1.7,2.05
vgbyE4S6,04/01/2025,15:00,FRANÇA - LIGUE 1,2024/2025,RODADA 16,Lille,Nantes,1.53,4.5,5.5,1.4,2.75,1.05,11.0,1.3,3.5,1.95,1.95,3.4,1.33,6.0,1.13,2.0,1.75
QkY1a5DD,04/01/2025,17:00,FRANÇA - LIGUE 1,2024/2025,RODADA 16,Lyon,Montpellier,1.3,5.5,8.5,1.2,4.33,1.02,21.0,1.11,6.5,1.36,3.2,1.91,1.91,3.2,1.36,1.62,2.2
bcDQc9Va,05/01/2025,10:00,GRÉCIA - SUPERLIGA,2024/2025,RODADA 17,Levadiakos,Panserraikos,2.15,3.3,3.5,1.36,3.0,1.05,11.0,1.22,4.0,1.83,2.03,3.0,1.36,5.5,1.14,1.67,2.1
YeeTFQcf,05/01/2025,11:00,FRANÇA - LIGUE 1,2024/2025,RODADA 16,Angers,Brest,3.1,3.2,2.3,1.44,2.63,1.07,9.0,1.33,3.4,2.1,1.73,3.75,1.29,7.0,1.1,1.8,1.95
tbGlN85K,05/01/2025,11:00,FRANÇA - LIGUE 1,2024/2025,RODADA 16,Lens,Toulouse,1.9,3.4,4.2,1.4,2.75,1.06,10.0,1.29,3.75,1.99,1.91,3.4,1.33,6.0,1.13,1.8,1.95
SEvWZokQ,05/01/2025,11:00,FRANÇA - LIGUE 1,2024/2025,RODADA 16,Strasbourg,Auxerre,1.95,3.5,3.8,1.33,3.25,1.04,13.0,1.22,4.33,1.73,2.1,2.75,1.44,5.0,1.17,1.62,2.2
69y0sloJ,05/01/2025,11:30,GRÉCIA - SUPERLIGA,2024/2025,RODADA 17,Aris,OFI Crete,1.62,3.75,6.0,1.4,2.75,1.06,9.5,1.29,3.5,2.0,1.85,3.4,1.3,7.0,1.1,1.95,1.8
08npCrcJ,05/01/2025,16:45,FRANÇA - LIGUE 1,2024/2025,RODADA 16,Marseille,Le Havre,1.3,5.5,8.5,1.3,3.4,1.03,15.0,1.22,4.33,1.67,2.2,2.63,1.5,4.5,1.2,2.05,1.7
QcYdLHTi,07/02/2025,16:30,ÁUSTRIA - BUNDESLIGA,2024/2025,RODADA 17,Sturm Graz,Austria Vienna,1.8,3.8,4.0,1.29,3.5,1.03,17.0,1.17,5.0,1.57,2.35,2.38,1.53,4.33,1.2,1.57,2.25
UeEMFDcT,08/02/2025,13:00,ÁUSTRIA - BUNDESLIGA,2024/2025,RODADA 17,Altach,Grazer,2.25,3.6,2.9,1.36,3.0,1.04,12.0,1.25,3.75,1.85,2.0,3.0,1.36,6.0,1.13,1.7,2.05
YTKDHZSG,08/02/2025,13:00,ÁUSTRIA - BUNDESLIGA,2024/2025,RODADA 17,SK Rapid,Wolfsberger,1.62,4.0,5.0,1.33,3.25,1.03,15.0,1.2,4.33,1.67,2.15,2.63,1.44,5.0,1.17,1.7,2.05
nDM5Jeb4,09/02/2025,10:30,ÁUSTRIA - BUNDESLIGA,2024/2025,RODADA 17,A. Klagenfurt,Red Bull Salzburg,7.0,4.33,1.44,1.29,3.5,1.03,15.0,1.17,5.0,1.57,2.35,2.25,1.57,4.0,1.22,1.7,2.05
QRahAiLj,09/02/2025,10:30,ÁUSTRIA - BUNDESLIGA,2024/2025,RODADA 17,Tirol,Hartberg,3.1,3.5,2.2,1.4,2.75,1.05,11.0,1.29,3.5,1.93,1.93,3.25,1.33,6.5,1.11,1.75,2.0
bitBcEyo,09/02/2025,13:00,ÁUSTRIA - BUNDESLIGA,2024/2025,RODADA 17,LASK,BW Linz,1.75,3.75,4.5,1.33,3.25,1.04,13.0,1.2,4.33,1.67,2.15,2.63,1.44,5.0,1.17,1.67,2.1
QJZsWKVo,10/01/2025,16:30,ALEMANHA - BUNDESLIGA,2024/2025,RODADA 16,Dortmund,Leverkusen,2.6,3.6,2.5,1.29,3.5,1.03,15.0,1.17,5.0,1.57,2.38,2.38,1.57,4.33,1.22,1.5,2.5
pE1q8Zeo,12/01/2025,13:00,FRANÇA - LIGUE 1,2024/2025,RODADA 17,Auxerre,Lille,3.67,3.81,2.08,1.34,3.14,1.01,13.3,1.23,3.85,1.86,2.1,2.97,1.36,5.55,1.09,1.65,2.18
fekaSsqg,16/02/2025,11:00,IRLANDA - DIVISÃO PREMIER,2025,RODADA 1,Bohemians,Shamrock Rovers,3.88,3.3,1.85,,,,,,,,,,,,,,
W2eEzcT7,17/01/2025,14:30,ALEMANHA - 2. BUNDESLIGA,2024/2025,RODADA 18,Dusseldorf,Darmstadt,2.2,3.5,2.7,1.29,3.5,1.03,17.0,1.17,5.0,1.57,2.35,2.38,1.53,4.0,1.22,1.5,2.5
tU6Y2FO8,17/12/2024,16:00,BOLÍVIA - DIVISIÓN PROFESIONAL,2024,ENCERRAMENTO ,GV San Jose,Blooming,1.44,4.33,6.5,1.29,3.5,1.03,17.0,1.14,5.5,1.53,2.4,2.25,1.57,4.0,1.22,1.67,2.1
Stql8PzA,17/12/2024,16:45,IRLANDA DO NORTE - PREMIERSHIP,2024/2025,RODADA 20,Dungannon,Linfield,5.4,3.6,1.62,1.38,2.82,1.05,7.8,1.25,3.55,1.75,1.95,2.77,1.39,4.75,1.15,1.72,2.0
nVeMkHKr,17/12/2024,16:45,IRLANDA DO NORTE - PREMIERSHIP,2024/2025,RODADA 20,Glenavon,Crusaders,2.7,3.55,2.35,1.38,2.82,1.05,7.8,1.27,3.4,1.8,1.9,2.92,1.35,5.0,1.13,1.7,2.05
8URWtE7F,17/12/2024,16:45,ESCÓCIA - CHAMPIONSHIP,2024/2025,RODADA 15,Airdrieonians,Livingston,5.75,3.9,1.53,1.4,2.75,1.05,8.5,1.29,3.5,1.95,1.9,3.25,1.33,6.0,1.11,2.0,1.73
KYrcr4xp,17/12/2024,16:45,ESCÓCIA - LEAGUE ONE (3ª DIVISÃO),2024/2025,RODADA 15,Kelty Hearts,Arbroath,2.7,3.7,2.15,1.33,3.25,1.03,10.0,1.2,4.33,1.67,2.15,2.63,1.44,4.5,1.17,1.62,2.2
Uw58bwHj,17/12/2024,17:15,ESPANHA - LALIGA2,2024/2025,RODADA 20,Córdoba,Eibar,2.2,3.0,3.6,1.5,2.5,1.08,8.0,1.36,3.0,2.25,1.62,4.0,1.22,9.0,1.07,1.91,1.8
UDLHPFFk,17/12/2024,17:15,ESPANHA - LALIGA2,2024/2025,RODADA 20,Zaragoza,R. Oviedo,2.3,3.0,3.4,1.62,2.2,1.11,6.5,1.53,2.38,2.7,1.44,5.5,1.14,13.0,1.04,2.2,1.62
IPS4eXGr,17/12/2024,20:00,BOLÍVIA - DIVISIÓN PROFESIONAL,2024,ENCERRAMENTO ,Aurora,Nacional Potosí,1.73,3.9,4.33,1.25,3.75,1.02,19.0,1.14,5.5,1.5,2.5,2.2,1.62,3.75,1.25,1.53,2.38
nsxZ0ggL,17/12/2024,20:00,BOLÍVIA - DIVISIÓN PROFESIONAL,2024,ENCERRAMENTO ,Independiente,Always Ready,2.2,3.2,3.4,1.44,2.63,1.06,10.0,1.3,3.4,2.03,1.78,3.5,1.29,7.0,1.1,1.8,1.91
vuHDgBoe,17/12/2024,21:00,BOLÍVIA - DIVISIÓN PROFESIONAL,2024,ENCERRAMENTO ,Guabira,Royal Pari,2.15,3.25,3.4,1.33,3.25,1.04,13.0,1.22,4.0,1.75,2.05,2.75,1.4,5.5,1.14,1.57,2.25
hjgEvLzH,18/01/2025,14:00,SUÍÇA - SUPERLIGA,2024/2025,RODADA 19,Sion,Grasshoppers,1.75,3.5,4.5,1.44,2.63,1.07,9.0,1.33,3.25,2.05,1.75,3.75,1.25,8.0,1.08,1.91,1.8
lInNxa5T,18/01/2025,14:00,SUÍÇA - SUPERLIGA,2024/2025,RODADA 19,Young Boys,Winterthur,1.67,3.6,5.0,1.3,3.4,1.04,13.0,1.18,4.5,1.62,2.25,2.5,1.5,4.5,1.18,1.62,2.2
KOu7ts64,18/01/2025,16:30,SUÍÇA - SUPERLIGA,2024/2025,RODADA 19,Servette,St. Gallen,2.0,3.4,3.7,1.3,3.4,1.03,15.0,1.18,4.5,1.65,2.2,2.5,1.5,4.5,1.18,1.53,2.38
MFp57qx1,18/12/2024,12:00,SÉRVIA - SUPERLIGA,2024/2025,RODADA 16,Jedinstvo U.,Crvena zvezda,37.0,9.25,1.04,1.11,5.5,1.03,9.5,1.04,8.25,1.16,4.65,1.4,2.72,1.87,1.83,2.32,1.55
rsVsDxWq,18/12/2024,15:00,ESPANHA - LALIGA2,2024/2025,RODADA 20,Ferrol,Almería,4.0,3.5,1.9,1.4,2.75,1.05,11.0,1.3,3.4,2.03,1.83,3.5,1.29,7.0,1.1,1.83,1.83
n5KLikG7,18/12/2024,16:00,BOLÍVIA - DIVISIÓN PROFESIONAL,2024,ENCERRAMENTO ,Santa Cruz,Tomayapo,3.1,3.7,2.05,1.33,3.14,1.01,11.0,1.23,3.35,1.75,2.05,2.62,1.38,5.35,1.09,1.6,2.07
hOKf1Rr1,18/12/2024,17:00,FRANÇA - LIGUE 1,2024/2025,RODADA 16,Monaco,PSG,4.0,3.8,1.85,1.29,3.5,1.03,15.0,1.17,5.0,1.53,2.5,2.3,1.62,4.0,1.25,1.5,2.5
0r3gVyhS,18/12/2024,17:15,ESPANHA - LALIGA2,2024/2025,RODADA 20,Málaga,Eldense,2.3,3.0,3.4,1.62,2.2,1.11,6.5,1.53,2.38,2.7,1.44,5.5,1.14,13.0,1.04,2.2,1.62
ERvCIb8M,18/12/2024,17:15,ESPANHA - LALIGA2,2024/2025,RODADA 20,Mirandes,Sporting Gijón,2.7,2.8,3.0,1.62,2.2,1.13,6.0,1.57,2.25,2.88,1.4,6.0,1.13,15.0,1.03,2.25,1.57
jFGHcfig,18/12/2024,17:30,ESPANHA - LALIGA,2024/2025,RODADA 13,Espanyol,Valencia,2.6,3.0,3.0,1.57,2.25,1.11,6.5,1.5,2.63,2.63,1.5,5.0,1.17,11.0,1.05,2.05,1.7
YFePBifU,18/12/2024,17:30,ESPANHA - LALIGA,2024/2025,RODADA 12,Villarreal,Rayo Vallecano,1.8,3.6,4.5,1.36,3.0,1.05,11.0,1.29,3.75,1.91,1.99,3.2,1.36,6.0,1.13,1.75,2.0
0p28Fh8E,18/12/2024,20:00,BOLÍVIA - DIVISIÓN PROFESIONAL,2024,ENCERRAMENTO ,Universitario de Vinto,Wilstermann,2.0,3.3,3.4,1.4,2.75,1.06,9.5,1.3,3.4,2.0,1.8,3.5,1.29,7.0,1.1,1.8,1.91
hrsm8A0l,18/12/2024,21:30,BOLÍVIA - DIVISIÓN PROFESIONAL,2024,ENCERRAMENTO ,Oriente Petrolero,Bolivar,6.25,4.5,1.38,1.22,4.0,1.02,21.0,1.13,6.0,1.44,2.7,2.0,1.73,3.4,1.3,1.62,2.2
Yc0GDWxR,18/12/2024,21:30,BOLÍVIA - DIVISIÓN PROFESIONAL,2024,ENCERRAMENTO ,The Strongest,SA Bulo Bulo,1.18,6.5,11.0,1.2,4.33,1.02,21.0,1.1,7.0,1.36,3.1,1.83,1.83,3.0,1.36,1.83,1.83
SpaSUvBE,18/12/2024,21:30,COLÔMBIA - PRIMEIRA A,2024,CLAUSURA ,Tolima,Atl. Nacional,2.1,3.0,3.75,1.57,2.25,1.11,6.5,1.44,2.63,2.5,1.5,5.0,1.17,11.0,1.05,2.1,1.67
plYhXxTj,19/01/2025,10:15,SUÍÇA - SUPERLIGA,2024/2025,RODADA 19,Zurich,Yverdon,1.76,3.75,4.2,1.4,2.75,1.06,10.0,1.3,3.4,2.0,1.85,3.4,1.3,7.0,1.1,1.83,1.83
W2aCKaqo,19/01/2025,12:30,SUÍÇA - SUPERLIGA,2024/2025,RODADA 19,Lausanne,Luzern,2.05,3.4,3.2,1.29,3.5,1.03,17.0,1.14,5.5,1.53,2.4,2.25,1.57,4.0,1.22,1.44,2.63
b9ibr3yh,19/01/2025,12:30,SUÍÇA - SUPERLIGA,2024/2025,RODADA 19,Lugano,Basel,1.91,3.5,3.6,1.29,3.5,1.03,17.0,1.14,5.5,1.53,2.4,2.25,1.57,4.0,1.22,1.5,2.5
CYb3oH9E,19/12/2024,12:00,BULGÁRIA - PARVA LIGA,2024/2025,RODADA 4,Botev,Ludogorets,3.7,3.6,1.95,1.5,2.5,1.06,10.0,1.36,3.0,2.15,1.67,4.0,1.22,9.0,1.07,2.0,1.73
pAq8Q2Nc,19/12/2024,14:00,PORTUGAL - LIGA PORTUGAL,2024/2025,RODADA 8,Nacional,Benfica,9.5,6.5,1.25,1.25,3.75,1.03,17.0,1.17,5.0,1.53,2.4,2.25,1.57,4.0,1.22,2.0,1.75
8GEHd7S8,19/12/2024,15:00,EGITO - PREMIER LEAGUE,2024/2025,RODADA 5,Zamalek,Ceramica Cleopatra,1.93,3.35,3.75,1.37,2.85,1.05,7.9,1.24,3.65,1.72,2.0,2.67,1.42,4.6,1.16,1.6,2.18
4dJjBG0d,19/12/2024,15:00,ESPANHA - LALIGA2,2024/2025,RODADA 20,Cádiz,Burgos,1.91,3.3,4.2,1.5,2.5,1.07,9.0,1.4,2.75,2.25,1.62,4.0,1.22,9.0,1.07,2.0,1.73
pnmeMt9c,19/12/2024,15:00,ESPANHA - LALIGA2,2024/2025,RODADA 20,Elche,Racing Santander,1.85,3.5,4.2,1.4,2.75,1.06,10.0,1.29,3.5,1.98,1.88,3.4,1.3,6.5,1.11,1.8,1.91
Iao3KKwA,19/12/2024,17:15,ESPANHA - LALIGA2,2024/2025,RODADA 20,Huesca,Tenerife,2.2,2.9,3.8,1.67,2.1,1.14,5.5,1.62,2.2,3.1,1.36,6.5,1.11,15.0,1.03,2.5,1.5
SU4oXcNF,19/12/2024,17:15,ESPANHA - LALIGA2,2024/2025,RODADA 20,La Coruña,Castellón,2.05,3.6,3.4,1.33,3.25,1.04,13.0,1.2,4.33,1.7,2.1,2.63,1.44,5.0,1.17,1.57,2.25
E5g7VTZa,20/12/2024,05:35,AUSTRÁLIA - A-LEAGUE,2024/2025,RODADA 9,Adelaide United,Sydney FC,2.15,3.9,2.9,1.22,4.0,1.02,21.0,1.11,6.5,1.4,3.0,1.91,1.91,3.2,1.36,1.36,3.0
U70CosK7,20/12/2024,12:00,EGITO - PREMIER LEAGUE,2024/2025,RODADA 5,El Gounah,Enppi,3.95,2.62,2.25,1.6,2.2,1.14,4.85,1.57,2.27,2.65,1.42,4.75,1.15,8.0,1.05,2.1,1.65
fohb9pCE,20/12/2024,12:00,EGITO - PREMIER LEAGUE,2024/2025,RODADA 5,Modern Sport,National Bank Egypt,2.57,2.85,2.95,1.57,2.25,1.13,5.2,1.55,2.3,2.6,1.44,4.75,1.15,8.0,1.05,2.12,1.65
MVtU8EZQ,20/12/2024,13:00,SÉRVIA - SUPERLIGA,2024/2025,RODADA 20,Mladost,Novi Pazar,2.05,3.35,3.2,1.4,2.72,1.06,7.5,1.29,3.3,1.85,1.85,3.0,1.34,5.2,1.13,1.72,2.0
KtiIcH3E,20/12/2024,14:00,CROÁCIA - HNL,2024/2025,RODADA 18,Osijek,Istra 1961,1.65,3.75,4.75,1.4,2.75,1.05,11.0,1.29,3.5,1.93,1.93,3.25,1.33,6.5,1.11,1.91,1.8
WCpqo9kd,20/12/2024,14:00,ROMÊNIA - SUPERLIGA,2024/2025,RODADA 21,Sepsi Sf. Gheorghe,U. Cluj,2.5,2.9,2.75,1.53,2.38,1.1,7.0,1.44,2.63,2.4,1.53,4.5,1.18,11.0,1.05,2.0,1.73
MT5jYacn,20/12/2024,14:00,TURQUIA - SUPER LIG,2024/2025,RODADA 17,Eyupspor,Fenerbahce,5.5,4.33,1.53,1.3,3.4,1.03,15.0,1.18,4.5,1.62,2.25,2.5,1.5,4.5,1.18,1.73,2.0
0xKZoWVi,20/12/2024,14:30,ALEMANHA - 2. BUNDESLIGA,2024/2025,RODADA 17,Dusseldorf,Magdeburg,1.95,3.6,3.7,1.33,3.25,1.04,13.0,1.2,4.33,1.67,2.15,2.63,1.44,5.0,1.17,1.62,2.2
zJjVz6Nj,20/12/2024,14:30,ALEMANHA - 2. BUNDESLIGA,2024/2025,RODADA 17,Elversberg,Schalke,2.15,3.6,3.1,1.29,3.5,1.03,17.0,1.17,5.0,1.57,2.35,2.38,1.53,4.0,1.22,1.5,2.5
Ecwmxrj2,20/12/2024,15:00,ALEMANHA - 3. LIGA,2024/2025,RODADA 19,Ingolstadt,Cottbus,2.05,3.8,2.9,1.25,3.75,1.02,19.0,1.14,5.5,1.48,2.6,2.1,1.67,3.75,1.25,1.44,2.63
8Eymw3Tp,20/12/2024,15:00,PORTUGAL - LIGA PORTUGAL 2,2024/2025,RODADA 15,Leixões,Mafra,1.75,3.3,4.5,1.5,2.5,1.08,7.5,1.4,2.75,2.25,1.62,4.33,1.2,10.0,1.06,2.1,1.67
rLim58jd,20/12/2024,16:00,BÉLGICA - CHALLENGER PRO LEAGUE,2024/2025,RODADA 16,Club Brugge U23,Waregem,4.0,3.6,1.75,1.33,3.25,1.04,13.0,1.22,4.0,1.7,2.1,2.63,1.44,5.0,1.17,1.67,2.1
UZKlNtCs,20/12/2024,16:00,BÉLGICA - CHALLENGER PRO LEAGUE,2024/2025,RODADA 16,Francs Borains,Genk U23,1.73,4.0,3.75,1.29,3.5,1.03,17.0,1.17,5.0,1.53,2.4,2.38,1.53,4.0,1.22,1.53,2.38
K2bE6Hug,20/12/2024,16:00,PAÍSES BAIXOS - EREDIVISIE,2024/2025,RODADA 17,Waalwijk,Zwolle,2.75,3.75,2.3,1.33,3.25,1.03,15.0,1.2,4.33,1.67,2.15,2.63,1.44,5.0,1.17,1.62,2.2
lCHkSiDD,20/12/2024,16:00,PAÍSES BAIXOS - EERSTE DIVISIE,2024/2025,RODADA 20,Cambuur,Jong AZ,1.42,5.0,6.0,1.2,4.33,1.01,23.0,1.1,7.0,1.36,3.1,1.83,1.83,3.0,1.36,1.53,2.38
foAhj4a3,20/12/2024,16:00,PAÍSES BAIXOS - EERSTE DIVISIE,2024/2025,RODADA 20,Dordrecht,Eindhoven,1.73,4.33,4.0,1.25,3.75,1.02,19.0,1.14,5.5,1.5,2.5,2.2,1.62,3.75,1.25,1.53,2.38
G0b1lrUF,20/12/2024,16:00,PAÍSES BAIXOS - EERSTE DIVISIE,2024/2025,RODADA 20,FC Emmen,Den Bosch,1.7,4.0,4.33,1.33,3.25,1.03,15.0,1.2,4.33,1.67,2.15,2.63,1.44,5.0,1.17,1.67,2.1
QBoXvVdJ,20/12/2024,16:00,PAÍSES BAIXOS - EERSTE DIVISIE,2024/2025,RODADA 20,Jong PSV,Vitesse,2.6,3.8,2.4,1.25,3.75,1.02,19.0,1.13,6.0,1.44,2.7,2.0,1.73,3.4,1.3,1.4,2.75
UqhOtiS6,20/12/2024,16:00,PAÍSES BAIXOS - EERSTE DIVISIE,2024/2025,RODADA 20,Jong Utrecht,Helmond,3.0,3.4,2.3,1.33,3.25,1.04,12.0,1.22,4.0,1.75,2.05,2.75,1.4,5.5,1.14,1.62,2.2
0AFNwUHl,20/12/2024,16:30,ALEMANHA - BUNDESLIGA,2024/2025,RODADA 15,Bayern,RB Leipzig,1.3,5.5,9.0,1.2,4.33,1.01,23.0,1.1,7.0,1.36,3.2,1.91,1.91,3.0,1.4,1.62,2.2
02yln0Ia,20/12/2024,16:30,ITÁLIA - SERIE B,2024/2025,RODADA 18,Salernitana,Brescia,2.1,3.3,3.5,1.44,2.63,1.07,9.0,1.33,3.25,2.05,1.75,3.75,1.25,8.0,1.08,1.8,1.95
Cdw8zXT7,20/12/2024,16:30,ESPANHA - LALIGA2,2024/2025,RODADA 21,Cartagena,Albacete,3.6,3.25,2.1,1.44,2.63,1.07,8.5,1.33,3.25,2.1,1.7,3.75,1.25,8.0,1.08,1.83,1.83
0vTnZO0U,20/12/2024,16:45,BÉLGICA - LIGA JUPILER,2024/2025,RODADA 19,Westerlo,KV Mechelen,2.2,3.6,3.0,1.29,3.5,1.03,17.0,1.14,5.5,1.53,2.4,2.25,1.57,4.0,1.22,1.44,2.63
h42q8OuI,20/12/2024,16:45,INGLATERRA - LEAGUE ONE (3ª DIVISÃO),2024/2025,RODADA 21,Cambridge Utd,Huddersfield,4.0,3.6,1.91,1.4,2.75,1.06,10.0,1.3,3.4,2.0,1.85,3.4,1.3,7.0,1.1,1.8,1.95
C6fj4Fvp,20/12/2024,16:45,INGLATERRA - LEAGUE ONE (3ª DIVISÃO),2024/2025,RODADA 21,Stockport,Peterborough,1.8,3.8,4.2,1.3,3.4,1.03,15.0,1.17,5.0,1.6,2.3,2.5,1.5,4.33,1.2,1.57,2.25
zutoQd13,20/12/2024,16:45,INGLATERRA - LEAGUE ONE (3ª DIVISÃO),2024/2025,RODADA 21,Wycombe,Bolton,2.1,3.5,3.3,1.36,3.0,1.04,12.0,1.22,4.0,1.75,2.05,2.75,1.4,5.5,1.14,1.62,2.2
lt3meGjo,20/12/2024,16:45,INGLATERRA - LEAGUE TWO (4ª DIVISÃO),2024/2025,RODADA 21,Crewe,Colchester,2.3,3.4,2.88,1.44,2.63,1.07,9.0,1.36,3.0,2.1,1.7,3.75,1.25,9.0,1.07,1.83,1.83
zZrrHcD4,20/12/2024,16:45,INGLATERRA - LEAGUE TWO (4ª DIVISÃO),2024/2025,RODADA 21,Gillingham FC,Cheltenham,2.15,3.4,3.2,1.44,2.63,1.07,9.0,1.36,3.0,2.15,1.67,4.0,1.22,9.0,1.07,1.91,1.8
QX8D9d4L,20/12/2024,16:45,ITÁLIA - SERIE A,2024/2025,RODADA 17,Verona,AC Milan,5.5,4.0,1.57,1.33,3.25,1.04,13.0,1.22,4.33,1.73,2.1,2.75,1.44,5.0,1.17,1.75,2.0
nJLikApp,20/12/2024,16:45,ESCÓCIA - PREMIERSHIP,2024/2025,RODADA 18,Motherwell,Kilmarnock,2.35,3.4,3.0,1.44,2.63,1.06,10.0,1.33,3.4,2.0,1.8,3.75,1.29,7.0,1.1,1.8,1.95
KUlUGKln,20/12/2024,16:45,ESCÓCIA - CHAMPIONSHIP,2024/2025,RODADA 18,Queen's Park,Raith,2.25,3.3,2.88,1.4,2.75,1.03,10.0,1.3,3.4,2.0,1.85,3.4,1.3,6.0,1.11,1.8,1.91
AX0tsaNc,20/12/2024,17:00,INGLATERRA - CHAMPIONSHIP,2024/2025,RODADA 22,Luton,Derby,2.15,3.3,3.5,1.44,2.63,1.07,9.0,1.36,3.2,2.2,1.67,4.0,1.25,8.0,1.08,1.83,1.83
xKQxkk4E,20/12/2024,17:00,ESPANHA - LALIGA,2024/2025,RODADA 18,Girona,Valladolid,1.45,4.75,6.0,1.33,3.25,1.04,13.0,1.25,4.0,1.8,2.0,3.0,1.4,5.5,1.14,1.95,1.8
6174EW3j,20/12/2024,17:15,PORTUGAL - LIGA PORTUGAL,2024/2025,RODADA 15,Casa Pia,Arouca,2.35,3.2,3.2,1.5,2.5,1.08,8.0,1.4,2.75,2.25,1.62,4.0,1.22,9.0,1.07,1.95,1.8
n7gUfEwh,21/12/2024,01:00,AUSTRÁLIA - A-LEAGUE,2024/2025,RODADA 9,Auckland FC,Western United,1.55,4.75,4.75,1.3,3.4,1.03,15.0,1.22,4.33,1.67,2.2,2.75,1.44,5.0,1.17,1.75,2.0
AXnGT74C,21/12/2024,03:00,AUSTRÁLIA - A-LEAGUE,2024/2025,RODADA 9,Brisbane Roar,Perth Glory,1.6,4.2,5.0,1.25,3.75,1.03,17.0,1.14,5.5,1.5,2.63,2.1,1.73,3.75,1.29,1.53,2.38
rooORoZO,21/12/2024,05:35,AUSTRÁLIA - A-LEAGUE,2024/2025,RODADA 9,Melbourne Victory,Melbourne City,1.9,3.5,4.2,1.33,3.25,1.04,13.0,1.2,4.5,1.73,2.1,2.63,1.5,5.0,1.17,1.62,2.2
xA9tWoMH,21/12/2024,08:00,PORTUGAL - LIGA PORTUGAL 2,2024/2025,RODADA 15,Vizela,Porto B,1.9,3.4,3.7,1.36,3.0,1.05,11.0,1.25,3.75,1.85,2.0,3.0,1.36,6.0,1.13,1.73,2.0
d4DrpA04,21/12/2024,09:00,ALEMANHA - 2. BUNDESLIGA,2024/2025,RODADA 17,Hamburger SV,Furth,1.57,4.5,4.75,1.25,3.75,1.02,21.0,1.13,6.0,1.44,2.7,2.1,1.67,3.5,1.29,1.53,2.38
IukbvuUr,21/12/2024,09:00,ALEMANHA - 2. BUNDESLIGA,2024/2025,RODADA 17,Munster,Ulm,2.15,3.3,3.3,1.44,2.63,1.06,10.0,1.33,3.25,2.05,1.75,3.75,1.25,8.0,1.08,1.8,1.91
Qq5atSaT,21/12/2024,09:00,ALEMANHA - 2. BUNDESLIGA,2024/2025,RODADA 17,Paderborn,Karlsruher,2.05,3.6,3.25,1.29,3.5,1.03,15.0,1.17,5.0,1.57,2.35,2.38,1.53,4.33,1.2,1.5,2.5
UHXr3q35,21/12/2024,09:00,SÉRVIA - SUPERLIGA,2024/2025,RODADA 20,IMT Novi Beograd,Zeleznicar Pancevo,2.35,3.15,2.8,1.44,2.57,1.07,6.9,1.33,3.05,1.95,1.75,3.25,1.29,5.7,1.11,1.75,1.98
8b9uC0YQ,21/12/2024,09:30,INGLATERRA - PREMIER LEAGUE,2024/2025,RODADA 17,Aston Villa,Manchester City,3.25,3.75,2.05,1.29,3.5,1.03,17.0,1.17,5.0,1.57,2.38,2.38,1.57,4.33,1.22,1.5,2.5
